Start (s),End (s),Scientific.name,Common.name,Confidence,File
219.0,222.0,Turdus merula,Eurasian Blackbird,0.8630,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
222.0,225.0,Turdus merula,Eurasian Blackbird,0.9911,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
237.0,240.0,Turdus merula,Eurasian Blackbird,0.9522,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
264.0,267.0,Turdus merula,Eurasian Blackbird,0.9454,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
267.0,270.0,Turdus merula,Eurasian Blackbird,0.9836,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
270.0,273.0,Turdus merula,Eurasian Blackbird,0.7531,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
273.0,276.0,Turdus merula,Eurasian Blackbird,0.8807,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
276.0,279.0,Turdus merula,Eurasian Blackbird,0.8600,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
279.0,282.0,Turdus merula,Eurasian Blackbird,0.9927,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
282.0,285.0,Turdus merula,Eurasian Blackbird,0.8829,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
285.0,288.0,Turdus merula,Eurasian Blackbird,0.9250,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
291.0,294.0,Turdus merula,Eurasian Blackbird,0.5333,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
294.0,297.0,Turdus merula,Eurasian Blackbird,0.5599,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
303.0,306.0,Turdus merula,Eurasian Blackbird,0.7261,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
321.0,324.0,Turdus merula,Eurasian Blackbird,0.5590,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
327.0,330.0,Turdus merula,Eurasian Blackbird,0.6882,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
342.0,345.0,Turdus merula,Eurasian Blackbird,0.7084,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_210000.WAV
540.0,543.0,Chroicocephalus ridibundus,Black-headed Gull,0.5222,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250425_220000.WAV
480.0,483.0,Phasianus colchicus,Ring-necked Pheasant,0.9668,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_050000.WAV
483.0,486.0,Phasianus colchicus,Ring-necked Pheasant,0.6711,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_050000.WAV
0.0,3.0,Certhia brachydactyla,Short-toed Treecreeper,0.8111,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
12.0,15.0,Certhia brachydactyla,Short-toed Treecreeper,0.8380,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
24.0,27.0,Certhia brachydactyla,Short-toed Treecreeper,0.9329,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
30.0,33.0,Certhia brachydactyla,Short-toed Treecreeper,0.7380,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
39.0,42.0,Certhia brachydactyla,Short-toed Treecreeper,0.8019,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
48.0,51.0,Certhia brachydactyla,Short-toed Treecreeper,0.8814,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
72.0,75.0,Certhia brachydactyla,Short-toed Treecreeper,0.7626,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
78.0,81.0,Certhia brachydactyla,Short-toed Treecreeper,0.9373,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
84.0,87.0,Certhia brachydactyla,Short-toed Treecreeper,0.9428,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
93.0,96.0,Certhia brachydactyla,Short-toed Treecreeper,0.5765,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
111.0,114.0,Certhia brachydactyla,Short-toed Treecreeper,0.5460,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
117.0,120.0,Certhia brachydactyla,Short-toed Treecreeper,0.6419,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
123.0,126.0,Certhia brachydactyla,Short-toed Treecreeper,0.7309,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
126.0,129.0,Certhia brachydactyla,Short-toed Treecreeper,0.8711,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
129.0,132.0,Certhia brachydactyla,Short-toed Treecreeper,0.8889,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
141.0,144.0,Certhia brachydactyla,Short-toed Treecreeper,0.7455,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
147.0,150.0,Certhia brachydactyla,Short-toed Treecreeper,0.5892,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
171.0,174.0,Certhia brachydactyla,Short-toed Treecreeper,0.6659,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
177.0,180.0,Certhia brachydactyla,Short-toed Treecreeper,0.8243,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
192.0,195.0,Certhia brachydactyla,Short-toed Treecreeper,0.5772,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
201.0,204.0,Certhia brachydactyla,Short-toed Treecreeper,0.8808,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
207.0,210.0,Certhia brachydactyla,Short-toed Treecreeper,0.6903,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
213.0,216.0,Certhia brachydactyla,Short-toed Treecreeper,0.8997,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
225.0,228.0,Certhia brachydactyla,Short-toed Treecreeper,0.8520,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
231.0,234.0,Certhia brachydactyla,Short-toed Treecreeper,0.9061,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
237.0,240.0,Certhia brachydactyla,Short-toed Treecreeper,0.8454,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
240.0,243.0,Certhia brachydactyla,Short-toed Treecreeper,0.5964,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
246.0,249.0,Certhia brachydactyla,Short-toed Treecreeper,0.6587,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
255.0,258.0,Certhia brachydactyla,Short-toed Treecreeper,0.8924,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
279.0,282.0,Certhia brachydactyla,Short-toed Treecreeper,0.7610,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
309.0,312.0,Certhia brachydactyla,Short-toed Treecreeper,0.8832,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
333.0,336.0,Certhia brachydactyla,Short-toed Treecreeper,0.8862,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
345.0,348.0,Certhia brachydactyla,Short-toed Treecreeper,0.9029,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
363.0,366.0,Certhia brachydactyla,Short-toed Treecreeper,0.8908,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
375.0,378.0,Certhia brachydactyla,Short-toed Treecreeper,0.9141,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
393.0,396.0,Certhia brachydactyla,Short-toed Treecreeper,0.5586,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
408.0,411.0,Certhia brachydactyla,Short-toed Treecreeper,0.8886,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
420.0,423.0,Certhia brachydactyla,Short-toed Treecreeper,0.8932,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
432.0,435.0,Certhia brachydactyla,Short-toed Treecreeper,0.8912,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
441.0,444.0,Certhia brachydactyla,Short-toed Treecreeper,0.9230,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
450.0,453.0,Certhia brachydactyla,Short-toed Treecreeper,0.8824,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
459.0,462.0,Certhia brachydactyla,Short-toed Treecreeper,0.9597,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
462.0,465.0,Columba palumbus,Common Wood-Pigeon,0.5463,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
465.0,468.0,Columba palumbus,Common Wood-Pigeon,0.6450,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
468.0,471.0,Certhia brachydactyla,Short-toed Treecreeper,0.9472,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
477.0,480.0,Certhia brachydactyla,Short-toed Treecreeper,0.8726,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
486.0,489.0,Certhia brachydactyla,Short-toed Treecreeper,0.9048,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
489.0,492.0,Certhia brachydactyla,Short-toed Treecreeper,0.6696,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
498.0,501.0,Certhia brachydactyla,Short-toed Treecreeper,0.5057,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
510.0,513.0,Certhia brachydactyla,Short-toed Treecreeper,0.6041,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
516.0,519.0,Certhia brachydactyla,Short-toed Treecreeper,0.5064,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
519.0,522.0,Certhia brachydactyla,Short-toed Treecreeper,0.9528,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
540.0,543.0,Certhia brachydactyla,Short-toed Treecreeper,0.5893,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
546.0,549.0,Certhia brachydactyla,Short-toed Treecreeper,0.6582,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
549.0,552.0,Certhia brachydactyla,Short-toed Treecreeper,0.7619,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
564.0,567.0,Certhia brachydactyla,Short-toed Treecreeper,0.8097,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
570.0,573.0,Certhia brachydactyla,Short-toed Treecreeper,0.7286,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
573.0,576.0,Certhia brachydactyla,Short-toed Treecreeper,0.7306,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
576.0,579.0,Certhia brachydactyla,Short-toed Treecreeper,0.5962,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
579.0,582.0,Certhia brachydactyla,Short-toed Treecreeper,0.6624,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
582.0,585.0,Certhia brachydactyla,Short-toed Treecreeper,0.8634,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
588.0,591.0,Certhia brachydactyla,Short-toed Treecreeper,0.8839,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
597.0,600.0,Certhia brachydactyla,Short-toed Treecreeper,0.6343,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_060000.WAV
6.0,9.0,Certhia brachydactyla,Short-toed Treecreeper,0.6430,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
24.0,27.0,Certhia brachydactyla,Short-toed Treecreeper,0.6718,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
33.0,36.0,Certhia brachydactyla,Short-toed Treecreeper,0.9063,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
42.0,45.0,Certhia brachydactyla,Short-toed Treecreeper,0.9497,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
51.0,54.0,Certhia brachydactyla,Short-toed Treecreeper,0.8445,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
63.0,66.0,Certhia brachydactyla,Short-toed Treecreeper,0.9450,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
72.0,75.0,Certhia brachydactyla,Short-toed Treecreeper,0.7908,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
81.0,84.0,Certhia brachydactyla,Short-toed Treecreeper,0.9191,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
177.0,180.0,Cyanistes caeruleus,Eurasian Blue Tit,0.9145,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
195.0,198.0,Cyanistes caeruleus,Eurasian Blue Tit,0.6180,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
198.0,201.0,Certhia brachydactyla,Short-toed Treecreeper,0.5416,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
252.0,255.0,Cyanistes caeruleus,Eurasian Blue Tit,0.8168,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
267.0,270.0,Cyanistes caeruleus,Eurasian Blue Tit,0.5264,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
276.0,279.0,Cyanistes caeruleus,Eurasian Blue Tit,0.6191,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
333.0,336.0,Cyanistes caeruleus,Eurasian Blue Tit,0.7959,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
348.0,351.0,Cyanistes caeruleus,Eurasian Blue Tit,0.8068,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
372.0,375.0,Parus major,Great Tit,0.5589,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250426_070000.WAV
